Sciname,Species3,Family3,Order3,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Conopophaga_ardesiaca,Conopophaga ardesiaca,Conopophagidae,Passeriformes,13,4,9,0,6,17.5,9,5.7,4.3,30.3,70.8,9.8,61.4,13.9,45.2,26.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.34,-12.44,-16.59,-66.994347590000004,100334.39,Extant
Conopophaga_aurita,Conopophaga aurita,Conopophagidae,Passeriformes,6,2,4,0,4,15.6,9.3,5.8,4.4,27.2,67.7,9.6,58,14.2,32.5,26.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.46,7.43,-3.08,-62.26264544,3387968.7,Extant
Conopophaga_castaneiceps,Conopophaga castaneiceps,Conopophagidae,Passeriformes,6,3,3,0,4,20.9,9.6,5.9,4.4,29.1,74.4,8.8,65.4,11.8,42.1,27,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.58,8.0399999999999991,-2.0299999999999998,-76.2405629,160640.32000000001,Extant
Conopophaga_cearae,Conopophaga cearae,Conopophagidae,Passeriformes,9,4,4,1,4,15.2,9.6,5.2,4.6,26.9,69.6,6.3,65.5,8.8,43,22,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.5500000000000007,-4,-7.65,-35.89942508,58582.69,Extant
Conopophaga_lineata,Conopophaga lineata,Conopophagidae,Passeriformes,9,3,6,0,4,16.4,8.9,4.9,4,28.1,70,7.8,62.6,11,45.3,25.21,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.409999999999997,-12.65,-21.94,-48.840961819999997,1896972.3,Extant
Conopophaga_melanogaster,Conopophaga melanogaster,Conopophagidae,Passeriformes,4,1,2,1,3,20.4,11.4,6.2,5.2,32.7,79.2,9.3,70.4,11.8,41.2,42.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.14,-2.02,-7.84,-59.33118254,911253.95,Extant
Conopophaga_melanops,Conopophaga melanops,Conopophagidae,Passeriformes,18,10,8,0,4,16,9.9,5.6,4.9,25.5,65.2,8.6,55.4,13.4,28.3,20.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.01,-6.6,-18.32,-41.204325660000002,242500.41,Extant
Conopophaga_peruviana,Conopophaga peruviana,Conopophagidae,Passeriformes,12,3,5,4,3,17.7,9.9,6.2,4.5,25.6,65.6,11.2,54.7,17.1,30.8,23,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.73,-0.54,-7.11,-71.844754640000005,1098743.55,Extant
Conopophaga_roberti,Conopophaga roberti,Conopophagidae,Passeriformes,6,2,4,0,4,16.3,9.4,5.7,4.2,26.8,69.9,7.1,62.2,10.2,35.9,20.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.26,-0.57999999999999996,-4.87,-45.107557509999999,686966.07,Extant
Campylorhamphus_falcularius,Campylorhamphus falcularius,Dendrocolaptidae,Passeriformes,9,1,4,4,4,71.3,63.2,4.3,5.8,22.2,99.5,13.9,85.5,14,98.4,42.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.13,-12.31,-23.57,-48.332672289999998,876884.84,Extant
Campylorhamphus_procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,Passeriformes,12,2,9,1,4,55.3,50.1,4,5.3,19.4,94.2,17.3,76.3,18.5,86.4,33.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.97,8.66,-2.82,-61.353702249999998,3820412,Extant
Campylorhamphus_pucherani,Campylorhamphus pucherani,Dendrocolaptidae,Passeriformes,8,2,3,3,3,63.4,52.7,5.8,7,27.7,120.8,18.6,102.2,15.4,118.8,70.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.59,7.07,-5.55,-75.471701620000005,141869.45000000001,Extant
Campylorhamphus_pusillus,Campylorhamphus pusillus,Dendrocolaptidae,Passeriformes,15,4,8,3,4,55,49.2,4.2,5.7,20.8,95.6,15.5,80,16.2,95,40.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.95,10.86,2.2799999999999998,-78.205408340000005,177568.93,Extant
Campylorhamphus_trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,Passeriformes,42,8,27,7,10,60.7,56,4.4,5.5,21.5,98.5,14.9,84.6,15.1,91.9,40.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.72,12.46,-10.07,-58.915266680000002,7392722.4299999997,Extant
Deconychura_longicauda,Deconychura longicauda,Dendrocolaptidae,Passeriformes,19,5,11,3,5,28.1,16.8,5.5,5.5,22.9,100.2,20.8,80.2,20.6,99.9,23.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.39,15.67,-3.98,-62.340637870000002,5143581.04,Extant
Deconychura_stictolaema,Deconychura stictolaema,Dendrocolaptidae,Passeriformes,11,3,8,0,4,19.3,13.4,4.8,4.4,19.8,81.5,14,68.3,17,82.2,18.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.77,5.42,-3.88,-64.39118062,3212301.46,Extant
Dendrexetastes_rufigula,Dendrexetastes rufigula,Dendrocolaptidae,Passeriformes,10,4,5,1,4,33.7,22.7,8.5,9.2,23.6,105.2,15.5,90.2,14.7,104,69.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.97,8.01,-5.51,-64.141310340000004,3670234,Extant
Dendrocincla_anabatina,Dendrocincla anabatina,Dendrocolaptidae,Passeriformes,10,3,7,0,4,24.8,16.4,6,6.2,23.6,96.8,19.4,77.4,20.1,78.5,34.21,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,8.0299999999999994,21.26,16.57,-89.219743269999995,378885,Extant
Dendrocincla_fuliginosa,Dendrocincla fuliginosa,Dendrocolaptidae,Passeriformes,44,8,17,19,11,29.9,20,6.4,6.6,24.7,104.9,18.9,84.1,18.3,86.7,38.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.420000000000002,15.75,-3.3,-62.982611249999998,8483632.6400000006,Extant
Dendrocincla_homochroa,Dendrocincla homochroa,Dendrocolaptidae,Passeriformes,9,2,7,0,4,24.6,17,5.2,6,24.7,99.3,17.6,81.4,17.7,79.6,39.43,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,6.79,21.62,15.06,-86.656110339999998,492694.51,Extant
Dendrocincla_merula,Dendrocincla merula,Dendrocolaptidae,Passeriformes,20,4,8,8,8,24.4,17.8,5.8,5.9,24.7,100,20.5,80,20.3,80,49.99,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.98,7.33,-2.96,-62.456448049999999,5359264.18,Extant
Dendrocincla_tyrannina,Dendrocincla tyrannina,Dendrocolaptidae,Passeriformes,24,2,5,17,4,35.8,23,7.5,7.9,25.4,122.3,22.1,101.2,17.9,121.1,54.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.93,7.7,-2.0299999999999998,-75.290628479999995,307936.87,Extant
Dendrocolaptes_certhia,Dendrocolaptes certhia,Dendrocolaptidae,Passeriformes,22,5,16,1,8,41,29.3,9.4,8,27.3,126.9,22.5,104.3,17.7,122.9,68.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.71,9.6199999999999992,-4.01,-62.548633709999997,6659679.4100000001,Extant
Dendrocolaptes_hoffmannsi,Dendrocolaptes hoffmannsi,Dendrocolaptidae,Passeriformes,7,2,5,0,4,39.8,27.4,8.5,8.3,29,136,24.5,111.6,18,122.8,83,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.62,-1.67,-8.57,-58.618258760000003,862883.58,Extant
Dendrocolaptes_picumnus,Dendrocolaptes picumnus,Dendrocolaptidae,Passeriformes,19,5,9,5,4,40.5,28.4,8.3,8.3,28.5,129.6,23.3,108.2,17.7,121.7,76.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.03,17.18,-4.18,-64.560443980000002,5749616.3899999997,Extant
Dendrocolaptes_platyrostris,Dendrocolaptes platyrostris,Dendrocolaptidae,Passeriformes,14,3,10,1,4,36.4,27.5,8.3,8.2,25.9,118.9,19.9,99,16.8,112.3,61.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.299999999999997,-3.32,-17.329999999999998,-47.864572109999997,3885238.34,Extant
Dendrocolaptes_sanctithomae,Dendrocolaptes sanctithomae,Dendrocolaptidae,Passeriformes,20,3,7,10,2,39.9,27.6,8.9,8.3,29.5,126.1,25.3,101.1,20,114.2,66.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-1.89,21.29,12.34,-83.357407210000005,802979.25,Extant
Dendroplex_kienerii,Dendroplex kienerii,Dendrocolaptidae,Passeriformes,8,2,2,4,2,29.9,21,4.9,6.4,20.6,99.4,17.9,81,18.1,86.7,45,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.93,1.78,-4.18,-63.828337509999997,237821.16,Extant
Dendroplex_picus,Dendroplex picus,Dendrocolaptidae,Passeriformes,20,7,9,4,4,28.6,22.6,4.8,6.5,20.7,98.2,18,83,17.8,83.4,41.34,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-21.87,12.46,-4.68,-59.417118909999999,9856567.7300000004,Extant
Drymornis_bridgesii,Drymornis bridgesii,Dendrocolaptidae,Passeriformes,9,2,7,0,4,72.5,61.4,5.3,6.9,33.2,133.6,20.6,114.8,15.2,114.8,92.62,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-38.840000000000003,-19.03,-29.58,-61.552162420000002,1433240.56,Extant
Glyphorynchus_spirurus,Glyphorynchus spirurus,Dendrocolaptidae,Passeriformes,112,7,30,75,21,13.7,9.7,4.4,4.2,16.5,68.7,16.4,52.3,23.9,66,14.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.489999999999998,18.66,-2.41,-64.51375883,7368285.0700000003,Extant
Hylexetastes_brigidai,Hylexetastes brigidai,Dendrocolaptidae,Passeriformes,3,1,2,0,3,39.6,29.7,8.4,11.9,32.6,124.5,16.2,108.3,13.1,117.6,103.1,Inferred,NA,YES,Body Mass,Hylexetastes perrotii,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.94,-1.66,-6.59,-50.83145786,326352.12,Extant
Hylexetastes_perrotii,Hylexetastes perrotii,Dendrocolaptidae,Passeriformes,15,4,9,2,1,44.4,29,9.6,11.1,32,126.9,19,108.8,14.9,108.5,103.07,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.33,7.61,2.09,-56.65498856,1087285.18,Extant
Hylexetastes_stresemanni,Hylexetastes stresemanni,Dendrocolaptidae,Passeriformes,7,4,3,0,4,42.5,29.5,9.6,10.9,31.8,129.1,15.4,113.8,11.9,101.5,111,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.28,1.29,-5.94,-68.169657049999998,1449365.23,Extant
Hylexetastes_uniformis,Hylexetastes uniformis,Dendrocolaptidae,Passeriformes,4,2,2,0,4,39.8,27,8.6,11,31.7,124,15.2,108.8,12.3,112,105.13,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.75,-2.27,-9.16,-58.01467598,1068460.5,Extant
Lepidocolaptes_affinis,Lepidocolaptes affinis,Dendrocolaptidae,Passeriformes,19,6,13,0,4,31.4,23.5,4.2,5.5,20.7,107.6,25.3,84.3,23,100.7,34.99,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,8.49,25.62,16.43,-92.288081009999999,250182.51,Extant
Lepidocolaptes_albolineatus,Lepidocolaptes albolineatus,Dendrocolaptidae,Passeriformes,18,5,13,0,4,27.5,21.4,4.3,5.3,17.6,90.2,19.6,71.1,21.7,82,20.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.43,10.48,-4.67,-61.50954831,6406247.1200000001,Extant
Lepidocolaptes_angustirostris,Lepidocolaptes angustirostris,Dendrocolaptidae,Passeriformes,22,7,12,3,4,31.8,25.8,3.8,5.1,19.2,96.3,18.6,78,19.2,83.7,29.59,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-39.28,2.31,-18.89,-52.83693495,6576318.8799999999,Extant
Lepidocolaptes_falcinellus,Lepidocolaptes falcinellus,Dendrocolaptidae,Passeriformes,7,2,4,1,2,31.7,22.5,3.9,5.2,19.3,93.5,20.7,72.9,22,81.7,27.92,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.340000000000003,-22.39,-27.04,-51.881232359999998,497665.62,Extant
Lepidocolaptes_lacrymiger,Lepidocolaptes lacrymiger,Dendrocolaptidae,Passeriformes,37,5,18,14,2,30.5,21,4.6,5.5,19.6,105.6,25.2,80.7,23.8,95.2,30.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.57,11.22,-2.59,-74.247243490000002,360596.47999999998,Extant
Lepidocolaptes_leucogaster,Lepidocolaptes leucogaster,Dendrocolaptidae,Passeriformes,9,3,6,0,4,36.1,28.1,4,5.6,21.5,115.5,31.9,83,27.8,102.4,36,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,15.99,29.1,22.2,-103.9537547,291440.84000000003,Extant
Lepidocolaptes_souleyetii,Lepidocolaptes souleyetii,Dendrocolaptidae,Passeriformes,34,8,14,12,4,32.7,23.6,4.1,5.4,19.5,92.3,19.2,71.7,21.1,84.5,25.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-7.24,18.86,9.31,-75.611004739999998,1484080.31,Extant
Lepidocolaptes_squamatus,Lepidocolaptes squamatus,Dendrocolaptidae,Passeriformes,9,1,5,3,5,30.4,22.6,3.9,5.4,18.5,97.6,23.1,74.1,23.8,78.6,28.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.92,-9.9700000000000006,-18.63,-44.276131499999998,745438.76,Extant
Nasica_longirostris,Nasica longirostris,Dendrocolaptidae,Passeriformes,9,2,6,1,3,69.6,59.1,7.4,8.2,27.6,136.3,25.5,110.3,18.8,130.8,92,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.04,6.74,-5.39,-61.50596006,5406855.9299999997,Extant
Sittasomus_griseicapillus,Sittasomus griseicapillus,Dendrocolaptidae,Passeriformes,59,13,41,5,4,16.2,10.7,4,3.7,17.2,77,17.1,59.9,22.1,78.1,13.12,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.79,23.93,-8.6999999999999993,-59.479593430000001,12103908.470000001,Extant
Xiphocolaptes_albicollis,Xiphocolaptes albicollis,Dendrocolaptidae,Passeriformes,7,1,5,1,4,50.7,36.8,7.7,10.7,31.3,128.3,18,110.2,14.1,119,118,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.549999999999997,-12.45,-21.89,-48.946611009999998,2097683.15,Extant
Xiphocolaptes_falcirostris,Xiphocolaptes falcirostris,Dendrocolaptidae,Passeriformes,6,2,4,0,4,49.6,38.2,7.3,9.6,30.5,128.2,15.7,112.5,12.2,117,110,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-15.71,-2.91,-10.86,-43.159472700000002,145006.39000000001,Extant
Xiphocolaptes_major,Xiphocolaptes major,Dendrocolaptidae,Passeriformes,8,3,5,0,4,56.9,43.3,8.4,10.9,34,146.9,23,123.9,15.6,114.6,156,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-30.9,-13.04,-22.21,-61.220599819999997,1461863.85,Extant
Xiphocolaptes_promeropirhynchus,Xiphocolaptes promeropirhynchus,Dendrocolaptidae,Passeriformes,31,6,19,6,8,50.6,37.9,8.3,10.5,32.2,135.3,20.8,113.8,15.4,122.6,93.04,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.47,21.56,-3.3,-66.996169300000005,4853651.84,Extant
Xiphorhynchus_elegans,Xiphorhynchus elegans,Dendrocolaptidae,Passeriformes,23,3,5,15,9,31.6,23.2,5.7,6.2,21.9,96.4,19.3,77,20.1,82,34.5,EltonTraits_Other,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16,4.25,-6.73,-67.490013289999993,2952108.42,Extant
Xiphorhynchus_erythropygius,Xiphorhynchus erythropygius,Dendrocolaptidae,Passeriformes,26,6,20,0,4,34.8,24.1,5.5,7,22.4,112.5,25,89.8,21.8,98.1,46.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.2,21.53,9.6,-84.052325389999993,400189.42,Extant
Xiphorhynchus_flavigaster,Xiphorhynchus flavigaster,Dendrocolaptidae,Passeriformes,9,2,7,0,4,41.8,30.3,5.6,8,23.1,114.1,20.7,93.3,18.2,102,46.19,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,9.8000000000000007,28.51,18.03,-93.876130549999999,767413.14,Extant
Xiphorhynchus_fuscus,Xiphorhynchus fuscus,Dendrocolaptidae,Passeriformes,32,9,18,5,2,28.3,18.9,3.7,5.7,18.6,85.4,15.1,61.9,19.6,76.3,21.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.44,-3.23,-17.78,-45.029061290000001,2275031.1,Extant
Xiphorhynchus_guttatus,Xiphorhynchus guttatus,Dendrocolaptidae,Passeriformes,15,3,10,2,5,40.8,29.7,6.3,8.5,24.6,114.7,19.3,96,16.7,106.6,59.69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-23.04,10.25,-5.97,-59.857781230000001,8330683.7000000002,Extant
Xiphorhynchus_lachrymosus,Xiphorhynchus lachrymosus,Dendrocolaptidae,Passeriformes,9,2,7,0,4,38.8,28.4,6.1,8.6,22.9,120.6,28.5,93.3,23.4,110.2,56.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.0000000000000007E-2,13.16,7.18,-78.449208990000002,271654.21000000002,Extant
Xiphorhynchus_obsoletus,Xiphorhynchus obsoletus,Dendrocolaptidae,Passeriformes,9,3,6,0,4,27,19.1,4.8,6.4,21.4,95.3,17.7,76.9,18.7,81.8,32.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.53,10.48,-3.7,-62.805060509999997,6665026.21,Extant
Xiphorhynchus_ocellatus,Xiphorhynchus ocellatus,Dendrocolaptidae,Passeriformes,33,5,17,11,7,32.8,24,5.5,6.1,20.9,95.8,20.3,75.5,21.2,82.7,36.66,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.350000000000001,3.89,-5.69,-68.548080220000003,3100404.35,Extant
Xiphorhynchus_pardalotus,Xiphorhynchus pardalotus,Dendrocolaptidae,Passeriformes,11,2,9,0,4,34.2,26.1,5.7,6.6,21.4,101.8,21.2,80.5,20.8,87.4,34.57,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.34,8.4600000000000009,2.6,-59.258845409999999,1710329.56,Extant
Xiphorhynchus_spixii,Xiphorhynchus spixii,Dendrocolaptidae,Passeriformes,8,1,6,1,4,30.5,21.8,5.3,6.1,21.4,96.6,22.5,75.2,23,85.4,31.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.11,-0.57999999999999996,-5.58,-51.76789393,993444.47,Extant
Xiphorhynchus_susurrans,Xiphorhynchus susurrans,Dendrocolaptidae,Passeriformes,34,4,12,18,6,36,27.2,5.4,7,23.9,101.8,18.1,83.8,17.8,88.6,46.72,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,2.99,16.03,9.59,-76.105716310000005,640926.31000000006,Extant
Xiphorhynchus_triangularis,Xiphorhynchus triangularis,Dendrocolaptidae,Passeriformes,24,5,17,2,4,33.2,22.7,5.3,7,22.3,114.3,25.8,88.8,22.5,97.9,46.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.649999999999999,10.58,-2.58,-74.163767649999997,286355.73,Extant
Chamaeza_campanisona,Chamaeza campanisona,Formicariidae,Passeriformes,16,5,9,2,5,24,13.3,5.7,6.4,38.2,97.7,13.8,83.2,14.2,63.8,90.58,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.16,10.47,-16.34,-55.180007140000001,1801868.24,Extant
Chamaeza_meruloides,Chamaeza meruloides,Formicariidae,Passeriformes,4,3,0,1,4,18.6,10.6,5.5,5.5,36.7,87,11.6,75.4,13.3,72,69,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-24.54,-14,-22,-44.786892940000001,103365.42,Extant
Chamaeza_mollissima,Chamaeza mollissima,Formicariidae,Passeriformes,7,4,2,1,4,20.7,11.5,5.5,5.4,37.1,89.5,11.8,79.3,12.9,66.2,72,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.53,6.67,-8.56,-73.201638819999999,103368.73,Extant
Chamaeza_nobilis,Chamaeza nobilis,Formicariidae,Passeriformes,12,4,6,2,8,25.1,14.2,6.9,7.3,39.1,106,16.4,88.8,15.6,59.4,123,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-14.37,3.28,-5.38,-68.053340579999997,2594439.36,Extant
Chamaeza_ruficauda,Chamaeza ruficauda,Formicariidae,Passeriformes,5,1,2,2,4,18.8,11.3,5.3,5.5,36.2,87.9,13.2,75.9,14.8,74.9,71.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-29.97,-18.989999999999998,-25.14,-48.164128890000001,371454.37,Extant
Chamaeza_turdina,Chamaeza turdina,Formicariidae,Passeriformes,7,2,3,2,6,20.6,12.4,5.8,5.8,36.7,89,12.5,76.4,13.9,64,68.3,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,1.22,10.58,5.01,-73.251907200000005,14682.69,Extant
Formicarius_analis,Formicarius analis,Formicariidae,Passeriformes,36,4,26,6,12,21.8,13.5,5.7,6,32.2,89.7,14.8,74.6,16.6,56.7,62.19,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.77,15.88,-3.44,-63.755486179999998,5715479.2000000002,Extant
Formicarius_colma,Formicarius colma,Formicariidae,Passeriformes,13,4,5,4,4,21.5,12.1,5.1,5.3,29.9,85,16.3,69.3,19,53.4,47,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.15,8.2100000000000009,-5.31,-60.514923830000001,6982041.1900000004,Extant
Formicarius_moniliger,Formicarius moniliger,Formicariidae,Passeriformes,5,1,1,3,4,22.7,13.9,5.3,6.1,31.3,82.3,10,71.3,12.4,53.8,61.89,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,14.6,21.25,17.53,-90.737696779999993,316042.05,Extant
Formicarius_nigricapillus,Formicarius nigricapillus,Formicariidae,Passeriformes,6,2,4,0,4,24.7,14.8,5.8,6.7,31.3,85.6,10.7,74.5,12.6,49.8,56.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-2.29,11.02,3.11,-78.645647339999996,108463.37,Extant
Formicarius_rufifrons,Formicarius rufifrons,Formicariidae,Passeriformes,3,1,2,0,3,20.6,12.3,5.7,6.3,32.2,84,10.5,73.5,12.5,63.3,55.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.21,-8.94,-12.34,-70.206000590000002,11729.69,Extant
Formicarius_rufipectus,Formicarius rufipectus,Formicariidae,Passeriformes,5,0,4,1,4,26.8,13.5,5.7,6.6,36.5,92,11.8,80.3,12.7,55.4,74.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.75,10.49,-3.76,-76.297024429999993,206331.95,Extant
Grallaria_albigula,Grallaria albigula,Formicariidae,Passeriformes,4,1,3,0,3,24.2,15.5,6.9,8.1,52.8,98.3,6.2,93.3,6.1,68.2,95,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-23.9,-12.85,-18.53,-65.954350219999995,45655.48,Extant
Grallaria_alleni,Grallaria alleni,Formicariidae,Passeriformes,1,0,1,0,1,25.7,15.6,6.6,7.5,45.7,98,17.2,80.8,17.6,42.5,70.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-1.19,6.52,1.07,-77.312168119999995,8886.61,Extant
Grallaria_andicolus,Grallaria andicolus,Formicariidae,Passeriformes,10,5,5,0,4,21.3,13.6,5.6,6.8,45.5,92.9,10.8,82.2,11.8,45.2,56.28,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial,-15.94,-5.78,-11.17,-75.064498760000006,141026.37,Extant
Grallaria_bangsi,Grallaria bangsi,Formicariidae,Passeriformes,6,4,2,0,3,24.6,14.9,6.5,7.8,48,89.3,7.6,82,8.5,57,62,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,10.43,11.2,10.85,-73.650095350000001,5052.5200000000004,Extant
Grallaria_blakei,Grallaria blakei,Formicariidae,Passeriformes,4,2,2,0,3,20.9,11.7,5,6,44.1,81.2,6.2,75.1,7.7,41.6,42.26,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.34,-5.12,-7.65,-76.98832247,17886.62,Extant
Grallaria_capitalis,Grallaria capitalis,Formicariidae,Passeriformes,5,1,4,0,4,23.5,13.8,6.4,8.4,45.5,91.3,8,84.3,8.6,50.4,73.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.33,-8.94,-10.31,-75.402331950000004,12133.27,Extant
